,Supplies SubgroupNum,Supplies GroupNum,Region Num,Route To MarketNum,Opportunity Result,PREDICT
16595,0,0,4,4,Loss,Loss
16596,2,0,0,2,Won,Loss
16597,2,0,1,0,Loss,Loss
16598,7,0,4,2,Loss,Loss
16599,5,2,4,0,Loss,Loss
16600,10,0,0,0,Loss,Loss
16601,0,0,1,0,Loss,Loss
16602,5,2,3,0,Loss,Loss
16603,5,2,0,0,Loss,Loss
16604,8,2,1,2,Loss,Loss
16605,7,0,1,2,Won,Loss
16606,3,0,3,0,Won,Loss
16607,0,0,0,0,Loss,Loss
16608,4,0,2,0,Loss,Loss
16609,0,0,4,1,Loss,Loss
16610,8,2,6,0,Loss,Loss
16611,5,2,5,0,Loss,Loss
16612,2,0,1,2,Won,Loss
16613,2,0,1,2,Loss,Loss
16614,2,0,3,2,Loss,Loss
16615,2,0,6,2,Loss,Loss
16616,7,0,4,0,Loss,Loss
16617,5,2,2,0,Loss,Loss
16618,2,0,5,2,Loss,Loss
16619,4,0,4,2,Loss,Loss
16620,2,0,3,1,Loss,Loss
16621,2,0,4,0,Loss,Loss
16622,2,0,1,2,Won,Loss
16623,2,0,1,0,Loss,Loss
16624,2,0,3,2,Loss,Loss
16625,8,2,1,0,Loss,Loss
16626,5,2,6,0,Loss,Loss
16627,4,0,5,0,Loss,Loss
16628,5,2,1,0,Loss,Loss
16629,4,0,0,0,Loss,Loss
16630,8,2,0,0,Won,Loss
16631,2,0,0,2,Loss,Loss
16632,2,0,1,2,Loss,Loss
16633,5,2,4,1,Loss,Loss
16634,0,0,2,0,Loss,Loss
16635,5,2,4,2,Loss,Loss
16636,7,0,3,2,Loss,Loss
16637,7,0,5,0,Loss,Loss
16638,5,2,5,2,Loss,Loss
16639,5,2,5,0,Loss,Loss
16640,3,0,6,1,Loss,Loss
16641,0,0,5,0,Loss,Loss
16642,4,0,4,0,Loss,Loss
16643,0,0,0,0,Loss,Loss
16644,0,0,1,2,Loss,Loss
16645,7,0,6,2,Loss,Loss
16646,4,0,1,0,Loss,Loss
16647,3,0,3,0,Loss,Loss
16648,9,3,2,0,Loss,Loss
16649,0,0,1,0,Won,Loss
16650,4,0,6,0,Loss,Loss
16651,8,2,5,0,Loss,Loss
16652,8,2,0,4,Loss,Loss
16653,8,2,6,0,Loss,Loss
16654,5,2,4,0,Won,Loss
16655,10,0,1,0,Loss,Loss
16656,2,0,1,0,Loss,Loss
16657,7,0,0,1,Loss,Loss
16658,5,2,5,0,Loss,Loss
16659,5,2,4,2,Loss,Loss
16660,6,2,1,0,Loss,Loss
16661,8,2,4,2,Loss,Loss
16662,7,0,1,0,Loss,Loss
16663,5,2,4,1,Loss,Loss
16664,8,2,0,0,Won,Loss
16665,5,2,5,0,Loss,Loss
16666,5,2,4,2,Loss,Loss
16667,2,0,1,2,Won,Loss
16668,2,0,3,0,Loss,Loss
16669,10,0,0,2,Loss,Loss
16670,5,2,2,2,Loss,Loss
16671,0,0,5,0,Loss,Loss
16672,5,2,6,0,Loss,Loss
16673,2,0,4,1,Loss,Loss
16674,5,2,4,3,Loss,Loss
16675,0,0,5,2,Loss,Loss
16676,2,0,1,2,Loss,Loss
16677,10,0,0,1,Loss,Loss
16678,5,2,1,0,Loss,Loss
16679,8,2,6,0,Loss,Loss
16680,0,0,4,0,Loss,Loss
16681,3,0,2,4,Won,Loss
16682,4,0,6,0,Won,Loss
16683,5,2,2,2,Loss,Loss
16684,3,0,0,0,Won,Loss
16685,7,0,4,0,Won,Loss
16686,5,2,5,0,Won,Loss
16687,7,0,5,2,Won,Loss
16688,3,0,5,2,Won,Loss
16689,6,2,1,2,Won,Loss
16690,5,2,0,2,Loss,Loss
16691,5,2,4,2,Loss,Loss
16692,0,0,1,1,Loss,Loss
16693,5,2,2,2,Loss,Loss
16694,2,0,4,2,Loss,Loss
16695,5,2,0,2,Loss,Loss
16696,10,0,0,0,Loss,Loss
16697,3,0,0,2,Loss,Loss
16698,10,0,1,0,Loss,Loss
16699,5,2,4,2,Won,Loss
16700,7,0,4,0,Won,Loss
16701,3,0,4,2,Won,Loss
16702,9,3,6,0,Loss,Loss
16703,0,0,0,2,Loss,Loss
16704,6,2,1,0,Loss,Loss
16705,8,2,6,2,Loss,Loss
16706,4,0,2,0,Loss,Loss
16707,4,0,4,2,Won,Loss
16708,2,0,4,0,Loss,Loss
16709,8,2,6,0,Won,Loss
16710,10,0,4,0,Loss,Loss
16711,10,0,6,0,Loss,Loss
16712,4,0,3,2,Loss,Loss
16713,3,0,2,2,Loss,Loss
16714,6,2,0,0,Loss,Loss
16715,3,0,1,2,Won,Loss
16716,2,0,3,2,Loss,Loss
16717,0,0,5,2,Loss,Loss
16718,8,2,2,0,Loss,Loss
16719,5,2,5,2,Loss,Loss
16720,0,0,1,0,Loss,Loss
16721,4,0,2,0,Loss,Loss
16722,3,0,6,0,Loss,Loss
16723,2,0,2,0,Loss,Loss
16724,3,0,3,2,Loss,Loss
16725,4,0,1,0,Loss,Loss
16726,0,0,6,2,Loss,Loss
16727,1,1,4,0,Loss,Loss
16728,0,0,3,0,Loss,Loss
16729,5,2,1,0,Loss,Loss
16730,2,0,4,0,Loss,Loss
16731,2,0,5,0,Loss,Loss
16732,10,0,0,2,Loss,Loss
16733,5,2,1,0,Loss,Loss
16734,6,2,1,2,Won,Loss
16735,2,0,3,0,Loss,Loss
16736,8,2,1,0,Won,Loss
16737,5,2,4,0,Won,Loss
16738,4,0,6,0,Loss,Loss
16739,0,0,6,2,Loss,Loss
16740,5,2,3,3,Loss,Loss
16741,5,2,0,2,Loss,Loss
16742,8,2,1,0,Won,Loss
16743,8,2,2,0,Loss,Loss
16744,8,2,5,0,Loss,Loss
16745,5,2,6,2,Loss,Loss
16746,5,2,4,1,Loss,Loss
16747,10,0,3,0,Loss,Loss
16748,2,0,1,2,Loss,Loss
16749,5,2,3,2,Loss,Loss
16750,3,0,4,2,Loss,Loss
16751,2,0,0,0,Loss,Loss
16752,7,0,2,2,Won,Loss
16753,2,0,1,0,Loss,Loss
16754,0,0,1,0,Won,Loss
16755,2,0,4,0,Loss,Loss
16756,2,0,6,2,Loss,Loss
16757,2,0,0,2,Loss,Loss
16758,10,0,3,0,Loss,Loss
16759,2,0,4,1,Loss,Loss
16760,4,0,1,0,Loss,Loss
16761,8,2,1,0,Won,Loss
16762,5,2,1,2,Loss,Loss
16763,2,0,2,0,Loss,Loss
16764,2,0,4,2,Won,Loss
16765,8,2,0,0,Won,Loss
16766,10,0,4,1,Loss,Loss
16767,3,0,0,2,Loss,Loss
16768,4,0,1,2,Loss,Loss
16769,3,0,4,0,Loss,Loss
16770,7,0,1,0,Won,Loss
16771,5,2,4,0,Won,Loss
16772,7,0,2,2,Loss,Loss
16773,7,0,4,1,Won,Loss
16774,7,0,6,2,Won,Loss
16775,3,0,6,2,Loss,Loss
16776,0,0,5,0,Won,Loss
16777,8,2,4,2,Loss,Loss
16778,4,0,1,0,Loss,Loss
16779,10,0,5,0,Loss,Loss
16780,10,0,6,0,Loss,Loss
16781,7,0,2,0,Won,Loss
16782,2,0,6,2,Won,Loss
16783,5,2,2,2,Loss,Loss
16784,9,3,5,0,Loss,Loss
16785,3,0,4,1,Loss,Loss
16786,3,0,5,2,Loss,Loss
16787,5,2,3,0,Won,Loss
16788,2,0,2,2,Loss,Loss
16789,2,0,3,2,Won,Loss
16790,2,0,2,1,Loss,Loss
16791,2,0,3,2,Won,Loss
16792,5,2,6,2,Loss,Loss
16793,7,0,4,0,Loss,Loss
16794,8,2,0,2,Loss,Loss
16795,3,0,1,2,Loss,Loss
16796,8,2,1,0,Loss,Loss
16797,2,0,3,0,Loss,Loss
16798,5,2,1,0,Loss,Loss
16799,2,0,3,2,Loss,Loss
16800,3,0,3,0,Loss,Loss
16801,2,0,0,2,Loss,Loss
16802,4,0,4,0,Loss,Loss
16803,2,0,1,4,Won,Loss
16804,5,2,5,2,Loss,Loss
16805,2,0,1,2,Loss,Loss
16806,2,0,5,0,Won,Loss
16807,5,2,4,2,Loss,Loss
16808,7,0,4,2,Won,Loss
16809,5,2,1,4,Won,Loss
16810,3,0,2,2,Loss,Loss
16811,0,0,6,0,Loss,Loss
16812,5,2,1,2,Loss,Loss
16813,4,0,4,0,Loss,Loss
16814,4,0,5,0,Loss,Loss
16815,6,2,1,2,Won,Loss
16816,2,0,0,2,Loss,Loss
16817,4,0,4,0,Loss,Loss
16818,7,0,1,0,Loss,Loss
16819,8,2,1,2,Loss,Loss
16820,0,0,4,2,Won,Loss
16821,3,0,0,2,Won,Loss
16822,5,2,1,0,Loss,Loss
16823,3,0,0,2,Won,Loss
16824,5,2,4,1,Loss,Loss
16825,0,0,6,2,Loss,Loss
16826,5,2,4,2,Won,Loss
16827,7,0,5,2,Loss,Loss
16828,2,0,0,0,Loss,Loss
16829,2,0,5,0,Won,Loss
16830,8,2,5,0,Loss,Loss
16831,7,0,0,2,Loss,Loss
16832,4,0,1,0,Loss,Loss
16833,3,0,1,0,Loss,Loss
16834,8,2,4,0,Loss,Loss
16835,0,0,3,0,Loss,Loss
16836,5,2,1,2,Loss,Loss
16837,6,2,5,2,Loss,Loss
16838,10,0,0,0,Loss,Loss
16839,7,0,2,2,Won,Loss
16840,5,2,2,0,Loss,Loss
16841,0,0,5,0,Loss,Loss
16842,5,2,1,0,Loss,Loss
16843,5,2,4,1,Loss,Loss
16844,2,0,6,2,Loss,Loss
16845,4,0,3,0,Loss,Loss
16846,5,2,1,0,Loss,Loss
16847,8,2,5,0,Loss,Loss
16848,7,0,1,4,Won,Loss
16849,2,0,0,2,Loss,Loss
16850,2,0,4,0,Loss,Loss
16851,0,0,6,2,Loss,Loss
16852,0,0,1,2,Won,Loss
16853,7,0,6,2,Loss,Loss
16854,6,2,3,0,Loss,Loss
16855,0,0,4,2,Won,Loss
16856,7,0,5,2,Won,Loss
16857,7,0,1,2,Won,Loss
16858,2,0,1,0,Won,Loss
16859,7,0,1,4,Loss,Loss
16860,2,0,1,2,Loss,Loss
16861,7,0,1,2,Loss,Loss
16862,7,0,3,0,Won,Loss
16863,7,0,5,2,Loss,Loss
16864,5,2,4,0,Loss,Loss
16865,2,0,3,2,Loss,Loss
16866,2,0,0,2,Loss,Loss
16867,6,2,3,0,Loss,Loss
16868,2,0,4,1,Loss,Loss
16869,4,0,5,0,Loss,Loss
16870,7,0,5,0,Loss,Loss
16871,2,0,0,2,Loss,Loss
16872,2,0,3,2,Won,Loss
16873,2,0,0,2,Loss,Loss
16874,5,2,4,4,Loss,Loss
16875,5,2,4,2,Loss,Loss
16876,2,0,4,4,Loss,Loss
16877,5,2,5,2,Loss,Loss
16878,6,2,2,2,Loss,Loss
16879,6,2,1,0,Loss,Loss
16880,2,0,3,0,Loss,Loss
16881,7,0,1,2,Loss,Loss
16882,2,0,2,2,Loss,Loss
16883,3,0,0,2,Won,Loss
16884,8,2,0,0,Won,Loss
16885,3,0,6,2,Loss,Loss
16886,5,2,0,0,Won,Loss
16887,7,0,4,2,Loss,Loss
16888,5,2,3,2,Loss,Loss
16889,5,2,0,2,Loss,Loss
16890,2,0,1,2,Loss,Loss
16891,3,0,0,2,Loss,Loss
16892,5,2,4,2,Loss,Loss
16893,3,0,1,2,Loss,Loss
16894,8,2,1,0,Loss,Loss
16895,5,2,5,2,Won,Loss
16896,10,0,6,0,Loss,Loss
16897,5,2,1,1,Loss,Loss
16898,8,2,5,2,Loss,Loss
16899,2,0,2,0,Loss,Loss
16900,0,0,1,0,Loss,Loss
16901,4,0,4,1,Loss,Loss
16902,8,2,0,0,Loss,Loss
16903,3,0,3,0,Won,Loss
16904,7,0,2,2,Loss,Loss
16905,7,0,1,2,Won,Loss
16906,10,0,0,2,Loss,Loss
16907,2,0,2,2,Loss,Loss
16908,5,2,1,2,Won,Loss
16909,5,2,4,0,Loss,Loss
16910,4,0,3,2,Loss,Loss
16911,8,2,5,0,Loss,Loss
16912,5,2,1,0,Loss,Loss
16913,8,2,1,0,Loss,Loss
16914,7,0,5,2,Loss,Loss
16915,2,0,0,0,Loss,Loss
16916,7,0,5,2,Loss,Loss
16917,7,0,2,2,Loss,Loss
16918,7,0,4,2,Loss,Loss
16919,5,2,3,2,Won,Loss
16920,0,0,1,0,Loss,Loss
16921,8,2,1,0,Loss,Loss
16922,5,2,1,2,Won,Loss
16923,5,2,3,2,Loss,Loss
16924,6,2,4,4,Won,Loss
16925,0,0,1,0,Loss,Loss
16926,8,2,1,0,Loss,Loss
16927,5,2,4,0,Won,Loss
16928,2,0,5,2,Loss,Loss
16929,0,0,1,2,Loss,Loss
16930,7,0,1,0,Loss,Loss
16931,5,2,1,2,Loss,Loss
16932,8,2,6,0,Loss,Loss
16933,0,0,1,4,Won,Loss
16934,5,2,5,2,Loss,Loss
16935,3,0,1,4,Loss,Loss
16936,3,0,1,0,Loss,Loss
16937,10,0,3,0,Loss,Loss
16938,5,2,4,0,Loss,Loss
16939,7,0,4,4,Loss,Loss
16940,0,0,0,0,Loss,Loss
16941,2,0,5,2,Won,Loss
16942,0,0,1,0,Loss,Loss
16943,4,0,6,0,Loss,Loss
16944,8,2,5,0,Won,Loss
16945,2,0,6,0,Won,Loss
16946,7,0,4,0,Loss,Loss
16947,2,0,0,2,Loss,Loss
16948,2,0,1,2,Loss,Loss
16949,3,0,0,2,Won,Loss
16950,8,2,1,0,Loss,Loss
16951,2,0,3,2,Loss,Loss
16952,7,0,4,0,Won,Loss
16953,2,0,1,0,Loss,Loss
16954,5,2,2,0,Won,Loss
16955,2,0,0,2,Loss,Loss
16956,7,0,1,2,Loss,Loss
16957,2,0,3,2,Loss,Loss
16958,10,0,5,1,Loss,Loss
16959,5,2,2,0,Loss,Loss
16960,0,0,0,2,Won,Loss
16961,2,0,3,0,Loss,Loss
16962,8,2,6,0,Loss,Loss
16963,10,0,4,0,Loss,Loss
16964,10,0,2,4,Loss,Loss
16965,5,2,5,2,Loss,Loss
16966,3,0,2,2,Loss,Loss
16967,2,0,4,2,Won,Loss
16968,5,2,3,0,Loss,Loss
16969,5,2,1,2,Loss,Loss
16970,2,0,1,0,Loss,Loss
16971,5,2,1,0,Loss,Loss
16972,5,2,6,2,Loss,Loss
16973,8,2,6,0,Loss,Loss
16974,7,0,2,2,Won,Loss
16975,4,0,3,2,Loss,Loss
16976,8,2,4,4,Loss,Loss
16977,2,0,1,2,Loss,Loss
16978,4,0,3,0,Loss,Loss
16979,5,2,3,0,Loss,Loss
16980,7,0,4,1,Won,Loss
16981,8,2,4,0,Loss,Loss
16982,0,0,6,2,Loss,Loss
16983,2,0,3,2,Loss,Loss
16984,5,2,2,0,Loss,Loss
16985,3,0,0,2,Won,Loss
16986,0,0,1,2,Loss,Loss
16987,7,0,6,2,Loss,Loss
16988,4,0,5,2,Loss,Loss
16989,5,2,3,2,Loss,Loss
16990,8,2,5,2,Loss,Loss
16991,5,2,5,0,Won,Loss
16992,2,0,5,0,Loss,Loss
16993,3,0,1,0,Won,Loss
16994,8,2,2,2,Loss,Loss
16995,2,0,4,2,Loss,Loss
16996,0,0,5,4,Loss,Loss
16997,5,2,2,0,Loss,Loss
16998,5,2,4,0,Loss,Loss
16999,7,0,1,2,Loss,Loss
17000,5,2,1,0,Won,Loss
17001,2,0,1,2,Won,Loss
17002,10,0,0,0,Loss,Loss
17003,8,2,5,0,Won,Loss
17004,0,0,4,2,Won,Loss
17005,5,2,6,0,Won,Loss
17006,5,2,4,0,Won,Loss
17007,3,0,1,0,Loss,Loss
17008,0,0,1,2,Loss,Loss
17009,7,0,1,0,Loss,Loss
17010,5,2,2,0,Loss,Loss
17011,6,2,6,0,Loss,Loss
17012,2,0,3,0,Loss,Loss
17013,10,0,1,2,Loss,Loss
17014,3,0,2,0,Loss,Loss
17015,5,2,6,2,Loss,Loss
17016,5,2,6,2,Won,Loss
17017,8,2,0,2,Won,Loss
17018,6,2,5,0,Loss,Loss
17019,2,0,2,0,Loss,Loss
17020,4,0,6,2,Won,Loss
17021,8,2,4,0,Loss,Loss
17022,0,0,4,2,Loss,Loss
17023,3,0,1,2,Won,Loss
17024,0,0,1,2,Loss,Loss
17025,3,0,1,2,Loss,Loss
17026,8,2,5,0,Loss,Loss
17027,3,0,6,2,Loss,Loss
17028,5,2,2,0,Won,Loss
17029,2,0,6,2,Won,Loss
17030,5,2,4,0,Loss,Loss
17031,2,0,0,0,Loss,Loss
17032,8,2,4,2,Won,Loss
17033,5,2,4,3,Loss,Loss
17034,4,0,6,0,Loss,Loss
17035,5,2,1,0,Loss,Loss
17036,3,0,5,2,Loss,Loss
17037,7,0,4,0,Won,Loss
17038,8,2,4,0,Loss,Loss
17039,0,0,6,0,Loss,Loss
17040,7,0,6,2,Loss,Loss
17041,8,2,6,2,Won,Loss
17042,2,0,0,2,Loss,Loss
17043,8,2,4,2,Loss,Loss
17044,2,0,3,0,Loss,Loss
17045,2,0,1,0,Loss,Loss
17046,8,2,4,1,Loss,Loss
17047,2,0,1,2,Won,Loss
17048,0,0,3,2,Won,Loss
17049,7,0,1,2,Loss,Loss
17050,0,0,5,0,Loss,Loss
17051,7,0,3,2,Loss,Loss
17052,2,0,5,2,Loss,Loss
17053,0,0,0,0,Loss,Loss
17054,0,0,1,0,Loss,Loss
17055,7,0,5,4,Loss,Loss
17056,2,0,0,2,Won,Loss
17057,2,0,4,2,Loss,Loss
17058,2,0,4,2,Loss,Loss
17059,6,2,1,0,Loss,Loss
17060,3,0,1,2,Loss,Loss
17061,2,0,6,2,Won,Loss
17062,10,0,4,2,Loss,Loss
17063,5,2,5,2,Loss,Loss
17064,3,0,0,2,Loss,Loss
17065,2,0,6,0,Loss,Loss
17066,3,0,5,2,Loss,Loss
17067,5,2,1,0,Loss,Loss
17068,5,2,6,2,Loss,Loss
17069,0,0,6,2,Loss,Loss
17070,2,0,3,2,Loss,Loss
17071,7,0,4,0,Loss,Loss
17072,0,0,1,0,Won,Loss
17073,3,0,1,2,Loss,Loss
17074,3,0,5,2,Loss,Loss
17075,0,0,1,0,Loss,Loss
17076,3,0,3,2,Won,Loss
17077,0,0,1,2,Loss,Loss
17078,5,2,4,2,Loss,Loss
17079,4,0,1,0,Loss,Loss
17080,2,0,1,2,Loss,Loss
17081,8,2,4,2,Loss,Loss
17082,2,0,2,2,Won,Loss
17083,0,0,5,0,Loss,Loss
17084,3,0,1,0,Won,Loss
17085,5,2,2,2,Loss,Loss
17086,8,2,0,0,Loss,Loss
17087,5,2,1,2,Loss,Loss
17088,4,0,3,0,Loss,Loss
17089,8,2,1,2,Loss,Loss
17090,5,2,4,0,Loss,Loss
17091,0,0,1,2,Loss,Loss
17092,8,2,5,0,Loss,Loss
17093,5,2,4,0,Loss,Loss
17094,0,0,4,0,Won,Loss
17095,5,2,1,1,Loss,Loss
17096,8,2,1,0,Loss,Loss
17097,0,0,6,0,Loss,Loss
17098,5,2,2,2,Loss,Loss
17099,5,2,3,0,Won,Loss
17100,5,2,6,0,Loss,Loss
17101,5,2,3,0,Won,Loss
17102,5,2,0,0,Loss,Loss
17103,5,2,1,0,Loss,Loss
17104,3,0,1,2,Loss,Loss
17105,9,3,6,0,Loss,Loss
17106,4,0,3,0,Loss,Loss
17107,5,2,3,2,Loss,Loss
17108,5,2,4,0,Won,Loss
17109,5,2,4,1,Loss,Loss
17110,3,0,1,2,Loss,Loss
17111,3,0,6,0,Loss,Loss
17112,8,2,2,0,Won,Loss
17113,4,0,3,0,Loss,Loss
17114,8,2,1,0,Loss,Loss
17115,5,2,5,2,Loss,Loss
17116,7,0,1,2,Loss,Loss
17117,6,2,0,2,Loss,Loss
17118,8,2,3,0,Loss,Loss
17119,5,2,2,2,Won,Loss
17120,2,0,5,2,Loss,Loss
17121,3,0,5,2,Loss,Loss
17122,6,2,6,2,Won,Loss
17123,7,0,4,0,Loss,Loss
17124,7,0,5,0,Loss,Loss
17125,0,0,5,2,Loss,Loss
17126,5,2,2,2,Won,Loss
17127,9,3,1,0,Won,Loss
17128,5,2,5,0,Loss,Loss
17129,2,0,1,0,Loss,Loss
17130,5,2,1,1,Won,Loss
17131,3,0,1,2,Won,Loss
17132,5,2,0,2,Won,Loss
17133,2,0,5,2,Loss,Loss
17134,2,0,6,4,Loss,Loss
17135,2,0,3,0,Loss,Loss
17136,3,0,0,2,Loss,Loss
17137,10,0,2,2,Loss,Loss
17138,2,0,1,0,Loss,Loss
17139,5,2,0,2,Loss,Loss
17140,5,2,1,2,Won,Loss
17141,8,2,4,2,Loss,Loss
17142,2,0,1,2,Loss,Loss
17143,3,0,1,2,Loss,Loss
17144,0,0,3,0,Loss,Loss
17145,7,0,4,0,Loss,Loss
17146,8,2,3,0,Loss,Loss
17147,0,0,6,2,Loss,Loss
17148,5,2,4,2,Loss,Loss
17149,7,0,5,1,Loss,Loss
17150,10,0,1,0,Loss,Loss
17151,0,0,4,4,Loss,Loss
17152,10,0,5,3,Loss,Loss
17153,4,0,4,0,Loss,Loss
17154,10,0,1,1,Loss,Loss
17155,2,0,3,0,Won,Loss
17156,0,0,4,1,Loss,Loss
17157,8,2,3,0,Won,Loss
17158,8,2,2,0,Loss,Loss
17159,5,2,3,2,Loss,Loss
17160,8,2,2,2,Loss,Loss
17161,10,0,1,0,Won,Loss
17162,3,0,5,2,Loss,Loss
17163,5,2,1,0,Loss,Loss
17164,3,0,0,2,Loss,Loss
17165,0,0,3,2,Loss,Loss
17166,7,0,3,2,Won,Loss
17167,5,2,4,0,Loss,Loss
17168,5,2,1,2,Won,Loss
17169,8,2,5,2,Loss,Loss
17170,3,0,3,0,Won,Loss
17171,8,2,3,2,Loss,Loss
17172,7,0,2,0,Loss,Loss
17173,3,0,3,2,Loss,Loss
17174,2,0,0,0,Loss,Loss
17175,0,0,1,0,Won,Loss
17176,5,2,3,2,Loss,Loss
17177,4,0,5,0,Loss,Loss
17178,10,0,5,0,Won,Loss
17179,3,0,3,2,Loss,Loss
17180,7,0,5,0,Loss,Loss
17181,3,0,3,2,Loss,Loss
17182,2,0,1,2,Loss,Loss
17183,4,0,1,2,Loss,Loss
17184,5,2,5,0,Won,Loss
17185,5,2,6,2,Loss,Loss
17186,2,0,6,0,Loss,Loss
17187,10,0,3,2,Loss,Loss
17188,7,0,1,0,Loss,Loss
17189,3,0,1,2,Loss,Loss
17190,2,0,4,2,Loss,Loss
17191,5,2,5,0,Loss,Loss
17192,8,2,2,2,Loss,Loss
17193,2,0,2,2,Loss,Loss
17194,2,0,4,1,Won,Loss
17195,8,2,1,2,Loss,Loss
17196,2,0,4,0,Loss,Loss
17197,2,0,1,2,Won,Loss
17198,7,0,4,0,Won,Loss
17199,2,0,1,2,Loss,Loss
17200,4,0,4,0,Loss,Loss
17201,4,0,4,2,Won,Loss
17202,3,0,1,2,Loss,Loss
17203,2,0,1,2,Loss,Loss
17204,4,0,0,2,Loss,Loss
17205,10,0,1,0,Loss,Loss
17206,0,0,1,2,Loss,Loss
17207,7,0,0,2,Loss,Loss
17208,5,2,4,2,Loss,Loss
17209,8,2,6,0,Loss,Loss
17210,10,0,1,4,Loss,Loss
17211,3,0,5,2,Loss,Loss
17212,7,0,5,2,Loss,Loss
17213,5,2,1,2,Won,Loss
17214,3,0,6,2,Won,Loss
17215,7,0,1,0,Won,Loss
17216,0,0,5,0,Loss,Loss
17217,2,0,2,2,Loss,Loss
17218,9,3,1,0,Loss,Loss
17219,5,2,6,0,Loss,Loss
17220,2,0,3,2,Loss,Loss
17221,8,2,1,2,Loss,Loss
17222,10,0,3,3,Loss,Loss
17223,10,0,2,0,Loss,Loss
17224,3,0,4,4,Won,Loss
17225,3,0,4,2,Loss,Loss
17226,6,2,1,2,Loss,Loss
17227,2,0,5,2,Loss,Loss
17228,0,0,1,0,Loss,Loss
17229,10,0,4,1,Loss,Loss
17230,2,0,1,2,Won,Loss
17231,6,2,1,0,Won,Loss
17232,3,0,3,2,Loss,Loss
17233,0,0,1,2,Won,Loss
17234,10,0,5,0,Loss,Loss
17235,5,2,3,0,Loss,Loss
17236,3,0,2,0,Loss,Loss
17237,10,0,0,0,Loss,Loss
17238,7,0,4,2,Loss,Loss
17239,2,0,0,2,Loss,Loss
17240,7,0,4,2,Loss,Loss
17241,6,2,1,2,Loss,Loss
17242,8,2,3,2,Loss,Loss
17243,10,0,1,3,Loss,Loss
17244,8,2,2,0,Loss,Loss
17245,8,2,3,0,Loss,Loss
17246,4,0,3,0,Loss,Loss
17247,3,0,4,1,Won,Loss
17248,8,2,4,0,Loss,Loss
17249,5,2,4,0,Loss,Loss
17250,7,0,3,0,Loss,Loss
17251,8,2,3,0,Loss,Loss
17252,5,2,2,0,Loss,Loss
17253,7,0,0,2,Loss,Loss
17254,2,0,5,2,Loss,Loss
17255,2,0,6,0,Won,Loss
17256,3,0,2,3,Loss,Loss
17257,3,0,1,0,Won,Loss
17258,8,2,3,2,Loss,Loss
17259,10,0,4,0,Loss,Loss
17260,2,0,1,0,Loss,Loss
17261,5,2,1,0,Loss,Loss
17262,2,0,3,2,Loss,Loss
17263,2,0,0,2,Won,Loss
17264,0,0,6,4,Won,Loss
17265,2,0,1,2,Loss,Loss
17266,5,2,6,0,Loss,Loss
17267,5,2,5,2,Loss,Loss
17268,7,0,4,0,Loss,Loss
17269,5,2,1,0,Loss,Loss
17270,8,2,1,0,Loss,Loss
17271,3,0,6,2,Loss,Loss
17272,8,2,6,0,Loss,Loss
17273,2,0,0,2,Loss,Loss
17274,2,0,3,0,Loss,Loss
17275,2,0,3,0,Loss,Loss
17276,4,0,6,2,Loss,Loss
17277,0,0,6,2,Loss,Loss
17278,2,0,0,2,Loss,Loss
17279,5,2,0,2,Loss,Loss
17280,7,0,4,2,Loss,Loss
17281,10,0,3,0,Loss,Loss
17282,2,0,0,2,Loss,Loss
17283,7,0,5,2,Loss,Loss
17284,3,0,0,2,Loss,Loss
17285,8,2,5,0,Loss,Loss
17286,4,0,1,1,Loss,Loss
17287,10,0,1,0,Loss,Loss
17288,8,2,1,2,Won,Loss
17289,5,2,1,2,Loss,Loss
17290,5,2,4,0,Loss,Loss
17291,2,0,3,2,Won,Loss
17292,4,0,0,0,Loss,Loss
17293,2,0,4,0,Loss,Loss
17294,7,0,2,2,Loss,Loss
17295,3,0,4,4,Won,Loss
17296,5,2,4,0,Loss,Loss
17297,5,2,1,2,Loss,Loss
17298,5,2,1,0,Loss,Loss
17299,8,2,4,2,Loss,Loss
17300,8,2,4,1,Loss,Loss
17301,3,0,3,2,Loss,Loss
17302,3,0,2,2,Loss,Loss
17303,7,0,1,4,Loss,Loss
17304,2,0,1,2,Loss,Loss
17305,5,2,1,0,Loss,Loss
17306,5,2,4,1,Loss,Loss
17307,7,0,1,2,Won,Loss
17308,7,0,3,0,Won,Loss
17309,5,2,6,2,Loss,Loss
17310,5,2,3,0,Loss,Loss
17311,2,0,1,2,Won,Loss
17312,0,0,2,0,Won,Loss
17313,5,2,1,0,Won,Loss
17314,2,0,3,2,Loss,Loss
17315,3,0,2,2,Won,Loss
17316,2,0,1,2,Loss,Loss
17317,2,0,0,4,Loss,Loss
17318,5,2,1,2,Won,Loss
17319,5,2,5,2,Won,Loss
17320,2,0,6,2,Won,Loss
17321,2,0,1,0,Loss,Loss
17322,7,0,4,2,Won,Loss
17323,5,2,6,2,Loss,Loss
17324,10,0,3,2,Loss,Loss
17325,4,0,1,3,Loss,Loss
17326,8,2,6,0,Loss,Loss
17327,7,0,6,2,Won,Loss
17328,5,2,1,2,Loss,Loss
17329,4,0,2,0,Loss,Loss
17330,8,2,3,0,Loss,Loss
17331,5,2,6,0,Loss,Loss
17332,8,2,2,0,Loss,Loss
17333,10,0,3,0,Loss,Loss
17334,7,0,3,2,Loss,Loss
17335,3,0,1,2,Won,Loss
17336,2,0,3,0,Loss,Loss
